Language Name,Dialect(s) Name(s),Language Iso,Dialect(s) Iso,Language Glot,Dialect(s) Glot
Eastern-Southern Bontok,"Eastern Bontok, Barlig, Kadaklan, Lias, Southern Bontok",bkb,"ebk, obk",fina1242,"east2881, barl1240, kada1287, lias1237, sout3368"
Finisterre-Huon,"Finisterre-Saruwaged, Huon",,,fini1244,"fini1245, huon1246"
Finisterre-Saruwaged,"Erap, Gusap-Mot, Uruwa, Wantoatic, Warup, Yupna",,,fini1245,"erap1240, gusa1245, uruw1240, want1251, waru1269, yupn1242"
Finland-Swedish Sign Language,,fss,,finl1235,
Finnish Sign Language,,fse,,finn1310,
Finnic,"Coastal Finnic, South Estonian",,vro,finn1317,"coas1319, sout2679"
Finnish,"Central and North Pohjanmaa, Häme, Peräpohja, Savo, Southeastern Finnish, Southwestern Finnish, South Pohjanmaa",fin,,finn1318,"cent1985, hame1240, pera1253, savo1254, sout1743, sout2677, sout2678"
Finnish Sign,"Finland-Swedish Sign Language, Finnish Sign Language",,"fss, fse",finn1319,"finl1235, finn1310"
Finongan,,fag,,fino1238,
Finungwan-Mamaa-Gusan,"Finongan, Gusan, Mamaa",,"fag, gsn, mhf",finu1234,"fino1238, gusa1246, mama1277"
Fio,,,,fioo1234,
Fipa,"Kandaasi, Kwaafi, Kwa (Fipa), Nkwaamba, Ntili, Peemba, Siiwa, Sukuuma",fip,,fipa1238,"kand1298, kwaa1263, kwaa1264, nkwa1238, ntil1238, peem1238, siiw1238, suku1262"
Fipaic,"Fipa, Maluwawaru",,fip,fipa1240,"fipa1238, malu1251"
Firan,,fir,,fira1238,
First Vernacular Hmong,"Sinicized Miao, Hmong Daw, Horned Miao, Hua Miao, Unclassified First Vernacular Hmong",,"hmz, mww, hrm",firs1234,"hmon1331, hmon1333, horn1235, huam1250, unun9990"
Fiwaga,,fiw,,fiwa1240,
Flecheiros,,,,flec1235,
Flinders Island,,fln,,flin1247,
Flinders-Barrow,"Barrow Point, Flinders Island",,"bpt, fln",flin1248,"barr1247, flin1247"
Flores-Lembata,"Kedang, Lamaholot Barat, Lamaholot Tengah, Lamaholot Timur, Sika",,"ksx, ski",flor1239,"keda1252, lama1293, lama1294, lama1297, sika1262"
Flores-Sumba-Hawu,"Flores Barat, Sumba-Hawu",,,flor1240,"flor1241, sumb1242"
Flores Barat,"Manggaraiic, Central Flores-Paluqe",,,flor1241,"mang1430, ngad1265"
Flores Lamaholot,"Lamaholot, Lewotobi, Pukaunu",,"slp, lwt",flor1242,"lama1277, lewo1244, puka1244"
Far North Queensland Indigenous Sign Language,,,,fnqi1234,
Abawiri,,flh,,foau1240,
Foia Foia,,ffi,,foia1236,
Foi,"Ifigi, Kafa (Papua New Guinea), Kutubu, Mubi (Foi)",foi,,foii1241,"ifig1238, kafa1243, kutu1266, mubi1239"
Folopa,"Aurei, Bara (Papua New Guinea), Boro (Papua New Guinea), Keba-Wopasali, Kewah, Pupitau, Ro, Sesa, Siligi, Sopese, Suri (Papua New Guinea), Tebera, Waraga",ppo,,folo1238,"aure1239, bara1374, boro1278, keba1251, kewa1247, pupi1239, rooo1240, sesa1245, sili1248, sope1239, suri1271, tebe1252, wara1301"
Foma,,fom,,foma1238,
Fongbeic,"Ci Gbe, Defi Gbe, Fon, Gun, Maxi Gbe, Weme Gbe, Wudu",,"cib, gbh, fon, guw, mxl, wem, wud",fong1244,"cigb1235, defi1235, fonn1241, gunn1250, maxi1236, weme1239, wudu1238"
Fon,"Agbome, Arohun, Kpase",fon,,fonn1241,"agbo1241, aroh1238, kpas1241"
Foodo,,fod,,food1238,
Forak,,frq,,fora1245,
Fordata,"Fordata-Larat I, Fordata-Larat II, Molo (Indonesia), Sera (Indonesia)",frd,,ford1242,"ford1243, ford1244, molo1261, sera1262"
Forest Enets,,enf,,fore1265,
Forest Maninka,,myq,,fore1268,
Fore,"North Central Fore, Pamusa",for,,fore1270,"nort2922, pamu1239"
Forest Kivu,"Fuliiric, Hunde-Havu, Shi, Tembo (Kitembo)",,"shr, tbt",fore1272,"fuli1241, hund1240, shii1238, temb1270"
Fore-Gimi,"Fore, Gimi (Eastern Highlands)",,"for, gim",fore1273,"fore1270, gimi1243"
Forest Nenets,"Agan Nenets, Pur Nenets, Lyamin Nenets, Nadym Nenets",,,fore1274,"agan1235, fore1266, lyam1234, nady1234"
Forrest River,"Gambera, Kwini, Miwa",,"gma, gww, vmi",forr1234,"gamb1251, kwin1241, miwa1242"
Kiai,,frt,,fort1240,
Fox,"Kickapoo, Meskwaki",,"kic, sac",foxx1245,"kick1244, mesk1242"
Farefareic,"Farefare, Nabit",,gur,fraf1239,"fare1241, nabi1240"
Arpitan,"Dauphinois (Arpitan), Franche-Comtois, Lyonnais, Neuch-Telois, Neuchatelais, Savoyard, Valaisan, Valle D'aosta, Vaudois",frp,,fran1260,"daup1247, fran1262, lyon1243, neuc1242, neuc1243, savo1253, vala1242, vall1249, vaud1238"
Northern Chiapas Zoque,"Franciso León, Ostuacín, San Pedro Yaspac",zos,,fran1266,"fran1272, ostu1241, sanp1256"
Francais Tirailleur,,,,fran1267,
Middle German,"East Middle German, West Middle German",,,fran1268,"east2832, high1287"
Francoprovencalic,"Faeto and Celle San Vito Francoprovencal, Arpitan",,frp,fran1269,"faet1240, fran1260"
French Sign Language,Marseille Sign Language,fsl,,fren1243,mars1235
French-based pidgin,"Bauxite Pidgin, Belle-Isle Pidgin, Burundi Pidgin French, Francais Tirailleur, New Caledonian Pidgin French, Slavey-French-based pidgin, Tay Boi",,tas,fren1279,"baux1234, bell1264, buru1323, fran1267, newc1245, slav1256, tayb1240"
Bay Islands Sign Language,,,,fren1280,
Frisian,"Modern West Frisian, Northern Frisian, Old Frisian, Ems-Weser Frisian",,"frr, ofs, stq",fris1239,"mode1264, nort2626, oldf1241, sate1242"
Friulian,"Carnico, East Central Friulian, Western Friulian",fur,,friu1240,"carn1239, east2271, west2338"
Fula,"Borgu Fulfulde, Eastern Fula, Maasina Fulfulde, Pular, Pulaar, Western Niger Fulfulde",ful,"fue, ffm, fuf, fuc, fuh",fula1264,"borg1235, fula1265, maas1239, pula1262, pula1263, west2454"
Eastern Fula,"Adamawa-Bagirmi Fulfulde, Central-Eastern Niger Fulfulde, Hausa States Fulfulde",,"fuq, fuv",fula1265,"adam1260, cent2018, nige1253"
Fuliiru,,flr,,fuli1240,
Fuliiric,"Fuliiru-Vira, Nyindu",,nyg,fuli1241,"fuli1242, nyin1248"
Fuliiru-Vira,"Fuliiru, Joba",,"flr, job",fuli1242,"fuli1240, joba1238"
Fulniô,"Fulniô Proper, Yatê",fun,,fuln1247,"fuln1248, yate1241"
Fum,,fum,,fumm1238,
Fungwa,,ula,,fung1245,
Furan,"Amdang, Fur",,"amj, fvr",fura1235,"amda1238, furr1244"
Fur,,fvr,,furr1244,
Furu,,fuu,,furu1242,
Futuna-Aniwa,"Aniwa, West Futuna",fut,,futu1245,"aniw1237, west2515"
Fuyug,"Central Udab, North-South Udab, Northeast Fuyug, West Fuyug",fuy,,fuyu1242,"cent2124, nort2928, nort2929, west2603"
Fwâi,,fwa,,fwai1237,
Fwe,,fwe,,fwee1238,
Fyam,,pym,,fyam1238,
Fyer-Tambas,"Fyer, Tambas",,"fie, tdk",fyer1240,"fyer1241, tamb1267"
Fyer,,fie,,fyer1241,
Ga,,gaa,,gaaa1244,
Gaa,,ttb,,gaaa1245,
Gaam,"Buwag-Jog Tao, Buwag, Jog Tao, Kulag-Jog Goor, Jog Goor, Kulag",tbi,,gaam1241,"buwa1245, buwa1239, soda1238, kula1286, kuku1284, kula1276"
Ga'anda,"Gabin, Nuclear Ga'anda",gqa,,gaan1243,"gabi1247, nucl1684"
Gabogbo,,gie,,gabo1234,
Gabri,,gab,,gabr1253,
Gabri-Kimre,"Gabri, Kimre",,"gab, kqp",gabr1256,"gabr1253, kimr1241"
Gabutamon,,gav,,gabu1248,
Ga-Dangme,"Adangme, Ga",,"ada, gaa",gada1257,"adan1247, gaaa1244"
Ga'dang,,gdg,,gada1258,
Gadang,,gdk,,gada1262,
Gaddi,"Bharmauri, Macleod Ganj",gbk,,gadd1242,"bhar1240, macl1238"
Gaddang,,gad,,gadd1244,
Gaddangic,"Cagayan-Baliwon Gaddang, Central Cagayan Agta, Itawit, Yogad",,"agt, itv, yog",gadd1245,"caga1242, cent2084, itaw1240, yoga1237"
Gade Lohar,,gda,,gade1236,
Gade,,ged,,gade1242,
Gajirrabeng,,gdh,,gadj1243,
Gadsup,"Nuclear Gadsup, Oyana",gaj,,gads1258,"nucl1614, oyan1240"
Gadsup-Agarabi,"Agarabi, Gadsup",,"agd, gaj",gads1260,"agar1252, gads1258"
Gaena-Korafe,"Gaina, Korafe-Yegha",,"gcn, kpr",gaen1235,"gain1243, kora1294"
Gafat,,gft,,gafa1240,
Gagauz,"Bulgar Gagauz, Maritime Gagauzi",gag,,gaga1249,"bulg1263, mari1413"
Gaagudju,,gbu,,gaga1251,
Gagnoa Bété,"Gbadi, Kpakolo, Nekedi, Niabre, Zadie, Zebie",btg,,gagn1235,"gbad1242, kpak1238, neke1238, niab1238, zadi1238, zebi1238"
Gban,"Bokabo, Bokwa (Mande), N'da, Tuka",ggu,,gagu1242,"boka1250, bokw1238, ndaa1238, tuka1245"
Bunan,,bfu,,gahr1239,
Gahuku,"Alekano, Dano, Tokano",,"gah, aso, zuh",gahu1246,"alek1238, dano1240, toka1244"
Gaikundi,,gbf,,gaik1242,
Gail,,gic,,gail1235,
Gaina,"Bareji (Gaina), Nuclear Gaina",gcn,,gain1243,"bare1275, nucl1605"
Galatian,,xga,,gala1252,
Galambu,,glo,,gala1264,
Galambu-Bele,"Galambu, Kirfi-Bele",,glo,gala1265,"gala1264, kirf1234"
Galeya,"Basima, Gameta, Garea, Sebutuia, Urua, Wadalei",gar,,gale1257,"basi1247, game1243, gare1237, sebu1244, urua1243, wada1262"
Galela,"Kadai (Galela), Kadina, Morotai, Sopi",gbi,,gale1259,"kada1290, kadi1247, moro1290, sopi1242"
Galela-Loloda,"Galela, Loloda-Laba",,"gbi, loa",gale1261,"gale1259, lolo1264"
Kalkatungic,"Kalkatungu, Yalarnnga",,"ktg, ylr",galg1238,"kalk1246, yala1262"
Galician,,glg,,gali1258,
Galice,,gce,,gali1261,
Galibi Carib,"Murato, Tabajari, Tyrewuju",car,,gali1262,"mura1272, taba1267, tyre1237"
Galician Romance,"Fala, Galician, Macro-Portuguese, Minderico",,"fax, glg, drc",gali1263,"fala1241, gali1258, macr1272, mind1263"
Galibi-based pidgin,"Joeka-Oajana Pidgin, Pidgin Carib",,,gali1266,"joek1234, pidg1256"
Gallurese Sardinian,,sdn,,gall1276,
Gal,,gap,,gall1278,
Gallo-Italian,"Emiliano-Romagnolo, Judeo-Italian, Ligurian, Piemontese-Lombard, Sassarese Sardinian, Venetian",,"eml, itk, lij, sdc, vec",gall1279,"emil1243, jude1255, ligu1248, piem1239, sass1235, vene1258"
Gallo-Rhaetian,"Friulian, Ladin, Oil, Romansh",,"fur, lld, roh",gall1280,"friu1240, ladi1250, oila1234, roma1326"
Galo,,adl,,galo1242,
Galoli-Talur,"Baba (East Timor), Edi, Hahak, Na Nahek, Nuclear Galoli, Talur, Hiay, Ilputih (Talur), Ilwaki",gal,ilw,galo1243,"baba1272, edii1237, haha1243, nana1259, nucl1541, talu1239, hiay1237, ilpu1240, ilwa1238"
Galu-Alu,"Alu-Sinagen, Galu",,"dia, siu",galu1240,"diaa1238, sina1269"
Gamale Kham,"Ghusbanggi, Tamali",kgj,,gama1251,"ghus1238, tama1326"
Gambera,,gma,,gamb1251,
Gambian Wolof,,wof,,gamb1252,
Gambian Sign Language,,,,gamb1259,
Gamela of Viana,,,,game1240,
Gamit,,gbl,,gami1242,
Yuwaalaraay-Gamilaraay,"Gawambaraay, Guyinbaraay, Waalaraay, Wirriyaraay, Yuwaalaraay, Yuwaalayaay",kld,,gami1243,"gawa1249, guyi1237, waal1237, wirr1237, yuwa1242, yuwa1243"
Gamkonora,,gak,,gamk1238,
Gamo-Ningi,"Gamo (Nigeria), Ningi",bte,,gamo1241,"gamo1242, ning1272"
Gamo,,gmv,,gamo1243,
Gamo-Gofa-Dawro,,gmo,,gamo1244,
Birrdhawal,,ihw,,gana1268,
Ganang,,gne,,gana1270,
//Gana,"Domkhoe, G||aakhwe, G||anakhwe, |Khessákhoe",gnk,,gana1274,"domk1238, gaak1238, gana1275, khes1242"
Gana,,gnq,,gana1277,
Ganai,,unn,,gana1278,
Ganaic,"Birrdhawal, Ganai",,"ihw, unn",gana1279,"gana1268, gana1278"
Gan Chinese,"Chang-Jing, Anyi, Nanchang, Pingjiang, Fu-Guang, Ji-Cha, Yi-Liu, Ying-Yi",gan,,ganc1239,"chan1317, anyi1247, nanc1254, ping1246, fugu1238, jich1238, yili1247, ying1246"
Kaansa-Dogose,"Dogose-Khisa, Kaansa",,gna,gand1254,"dogo1300, kaan1246"
Ganda,"Kooki, Ludiopa, Luvuma, Sese",lug,,gand1255,"kook1242, ludi1247, luvu1238, sese1244"
Gandhari,,pgd,,gand1259,
Gane,,gzn,,gane1237,
!Gã!ne,,,,gane1238,
Gangte,,gnb,,gang1266,
Ganggalida,"Kangkalita, Nguburindi",gcd,,gang1267,"kang1283, ngub1238"
Gangulu,,gnl,,gang1268,
Ganglau,,ggl,,gang1270,
Gangte-Vaiphei,"Gangte, Vaiphei",,"gnb, vap",gang1271,"gang1266, vaip1239"
Gangou,,,,gang1272,
Gants,,gao,,gant1244,
Ganza,,gza,,ganz1246,
Ganzi,,gnz,,ganz1247,
Gao,,gga,,gaoo1237,
Gapapaiwa,,pwg,,gapa1238,
Garasia Bhil,"Adiwasi Garasia, Rajput Garasia",,"gas, gra",gara1268,"adiw1235, rajp1235"
Garrwa,"Kunindirri, Western Garrwa",wrk,,gara1269,"kuni1269, west2904"
Gardiol,,,,gard1245,
Garhwali,"Badhani, Bangani, Bhattiani, Chandpuri, Dessaulya, Gangadi, Jaunpuri, Lohbya, Majh-Kumaiya, Nagpuriya, Parvati, Rathi, Ravai, Salani, Srinagaria, Tehri",gbm,,garh1243,"badh1238, bang1335, bhat1261, chan1306, dess1238, gang1264, jaun1244, lohb1238, majh1251, nagp1247, parv1238, rath1241, rava1238, sala1263, srin1238, tehr1243"
Garig-Ilgar,"Garig, Ilgar",ilg,,gari1253,"gari1254, ilga1238"
Garifuna,"Eastern Garifuna, Western Garifuna",cab,,gari1256,"east2562, west2649"
Garo,"Abeng, A'beng, Achik, A'chick, A'we, Chisak, Dacca, Ganching, Kamrup, Matchi",grt,,garo1247,"aben1247, aben1248, achi1247, achi1255, awee1241, chis1241, dacc1238, ganc1238, kamr1239, matc1241"
Garre,,gex,,garr1259,
Garrwan,"Garrwa, Wanyi",gbc,"wrk, wny",garr1260,"gara1269, wany1247"
Garreh-Ajuran,,ggh,,garr1261,
Garus,,gyb,,garu1246,
Garuh-Foran,"Baimak, Gal, Nobonob, Wagi (Papua New Guinea)",,"bmx, gap, gaw, fad",garu1247,"baim1245, gall1278, nobo1238, wagi1249"
Gascon (Retired),,gsc,,gasc1241,
Gata',"Hill Geta', Plains Geta'",gaq,,gata1239,"hill1251, plai1256"
Gauda-Kamrupa,"Gauda-Banga, Kamrupa",,,gaud1237,"gaud1238, kamt1240"
Gauda-Banga,"Bengali, Bishnupriya Manipuri, Eastern Bengali, Kharia Thar, Lodhi, Mar Paharia of Dumka, Rohingya, Southeastern Bengali, Unclassified Gauda-Banga",,"ben, bpy, ksy, lbm, mkb, rhg",gaud1238,"beng1280, bish1244, east2744, khar1283, lodh1246, malp1246, rohi1238, sout3182, uncl1515"
Gauic,"Gau, Gelaoic",,,gaui1234,"gauu1234, gela1265"
Gau,,,,gauu1234,
Gauwa,"Auyana, Awa-Oweina, Gadsup-Agarabi",,,gauw1235,"auya1234, awao1234, gads1260"
Gavar,,gou,,gava1241,
Gavião Do Jiparaná,"Gavião, Zoró",gvo,,gavi1246,"gavi1247, zoro1244"
Nuclear Gavianic,"Aruá (Rondonia State), Cinta Larga, Gavião Do Jiparaná",,"arx, cin, gvo",gavi1248,"arua1261, cint1239, gavi1246"
Gavianic,"Nuclear Gavianic, Salamãi",,mnd,gavi1250,"gavi1248, sala1273"
Gawarbatic,"Gawar-Bati, Shumashtic",,gwt,gawa1246,"gawa1247, shum1244"
Gawar-Bati,,gwt,,gawa1247,
Ale-Gawwada,"Dihina, Gergere, Gobeze, Gollango, Gorose, Harso",gwd,,gaww1239,"dihi1238, gerg1238, gobe1239, goll1242, goro1271, hars1238"
Gayil,,gyl,,gayi1237,
Gayo,"Bobasan, Dorot, Serbodjadi, Tampur",gay,,gayo1244,"boba1247, doro1264, serb1268, tamp1253"
Gazic,"Ardestani, Gazi, Jarquya'i, Judeo-Isfahani, Kafrudi, Kuhpa'i, Nohuji, Rudashti, Sedehi, Zefra'i",gzi,,gazi1243,"arde1234, gazi1245, jarq1234, jude1276, kafr1235, kuhp1234, nohu1234, ruda1235, sede1245, zefr1234"
Gbagyi-Gbari,"Gbagyi, Gbari",,"gbr, gby",gbag1256,"gbag1258, gbar1246"
Gbagyi,"Diko, Kaduna, Karu, Kuta, Louome, Ngenge, Tawari, Vwezhi",gbr,,gbag1258,"diko1242, kadu1255, karu1253, kuta1242, louo1238, ngen1253, tawa1273, vwez1238"
Gbanziri-Boraka,,gbg,,gban1258,
Gbanu-Manza-Ngbaka,"Gbanu, Manza-Ngbaka",,gbv,gban1259,"gban1260, manz1241"
Gbanu,"Budigri, Gbagiri, Nuclear Gbanu",gbv,,gban1260,"budi1248, gbag1253, nucl1363"
Gbari,"Botai, Gayegi, Gbagyi Nkwa, Izem, Jezhu, Kong, Kwali, Kwange (Nigeria), Paiko, Wahe",gby,,gbar1246,"bota1238, gaye1238, gbag1257, izem1238, jezh1238, kong1290, kwal1255, kwan1277, paik1238, wahe1238"
Gbati-ri,,gti,,gbat1238,
Gbayi,,gyg,,gbay1278,
Gbaya-Manza-Ngbaka,"Gbaya Oriental, Gbaya Meridional-Occidental",,,gbay1279,"gbay1280, gbay1282"
Gbaya Oriental,"Gbanu-Manza-Ngbaka, Mbodomo-Bofi",,,gbay1280,"gban1259, mbod1237"
Gbaya-Mbodomo,,gmm,,gbay1281,
Gbaya Meridional-Occidental,"Bokoto-Gbeya, Gbaya Meridional, Northwest Gbaya",,gya,gbay1282,"boko1260, gbay1284, nort2775"
Gbaya Meridional,"Ngombe-Bangandu, Southwest Gbaya",,"bgf, gso",gbay1284,"bang1347, sout2785"
Gbaya-Bozoum,"Boyali, Bozom, Diabe",gbq,,gbay1286,"boya1242, bozo1251, diab1238"
Gbaya-Bossangoa,"Bossangoa, Gbabana",gbp,,gbay1287,"boss1242, gbab1238"
Kresh-Woro,"Kresh, Kresh Ndogo, Kresh Hofra, Ngbongbo, Kpara-Naka, Goro-Golo, Woro (South Sudan)",krs,,gbay1288,"gbay1292, gbay1289, gbay1290, gbay1291, naka1261, orlo1238, woro1259"
Gbe,"Aja (Benin), Eastern Gbe, Western Gbe",,ajg,gbee1241,"ajab1235, east2711, west2802"
Gberi-Morokodo-Mittu,"Mittu, Mo'da, Morokodo",,"mwu, gbn, mgc",gber1234,"mitt1253, moda1242, moro1284"
Gbesi Gbe,"Gbesi, Gbokpa",gbs,,gbes1238,"gbes1239, gbok1238"
Gbeya,"Gbaya-Bozoum, Gbeya-Suma",,gbq,gbey1243,"gbay1286, gbey1244"
Gbeya-Suma,"Gbaya-Bossangoa, Suma",,"gbp, sqm",gbey1244,"gbay1287, suma1264"
Gbii,"Dorbor, Kplor",ggb,,gbii1242,"dorb1243, kplo1238"
Gbin,,xgb,,gbin1239,
Gbiri-Niragu,"Gbiri, Niragu",grh,,gbir1241,"gbir1242, nira1238"
Gboloo Grebo,"Biabo, Dediebo, Gederobo, Nyanoun",gec,,gbol1235,"biab1239, dedi1238, gede1242, nyan1312"
Gboloo-Central Grebo,"Central Grebo, Gboloo Grebo",,"grv, gec",gbol1236,"cent2041, gbol1235"
Geba-Bwe,"Bwe Karen, Geba Karen",,"bwe, kvq",geba1236,"bwek1238, geba1237"
Geba Karen,,kvq,,geba1237,
Gebe,Umera,gei,,gebe1237,umer1237
Gedaged,,gdd,,geda1237,
Gedeo,,drs,,gede1246,
Ge,Gejiahua,hmj,,geee1239,geji1239
Geelvink Bay,"Barapasi-Sauri-Kofei, Bauzi, Burate-Wate, Demisa, Nisa-Anasi, Tefaro, Woria",,"bvz, dei, njs, tfo, wor",geel1240,"bara1399, bauz1241, bura1294, demi1242, nisa1239, tefa1238, wori1246"
Geez,,gez,,geez1241,
Geico,,,,geic1236,
Gejic,"Gyaazi, Bu (Zaranda)",,"gyz, zbu",geji1246,"nucl1692, zara1252"
Geko Karen,,ghk,,geko1235,
Gelao,,gio,,gela1261,
Gela,,nlg,,gela1263,
Gelao Mulao,,giu,,gela1264,
Gelaoic,"Northern Gelao, Central Gelao-Qau, Southwestern Gelao",,gqu,gela1265,"nort3188, qaua1234, sout2749"
Kman-Meyor,"Kman, Zakhring",,"mxj, zkr",gema1234,"miju1243, zakh1243"
Geman Deng,,gen,,gema1236,
Geme,"Geme Kulagbolu, Geme Tulu",geq,,geme1244,"geme1245, geme1246"
Gemein Datooga,"Biyanjiida, North-Central Datooga",,,geme1247,"bian1249, nort3277"
Gende,,gaf,,gend1249,
General Yokuts,"Buena Vista Yokuts, Nim Yokuts",,,gene1243,"buen1244, nimy1236"
General Yuman,"Delta-Californian Yuman, Pai, River Yuman",,,gene1244,"delt1253, paii1252, rive1260"
Gengle,,geg,,geng1243,
Gen,"Agoi (Gen), Anexo, Gliji, Nuclear Gen",gej,,genn1243,"agoi1244, anex1238, glij1238, nucl1353"
Georgian-Zan,"Georgic, Zan",,,geor1252,"geor1253, zann1245"
Georgic,"Georgian, Old Georgian",,"kat, oge",geor1253,"nucl1302, oldg1234"
Georgian Sign Language,,,,geor1254,
Gepo,,ygp,,gepo1234,
Gera,,gew,,gera1246,
Gera-Geruma-Kubi-Deno,"Gera-Geruma, Kubi-Deno",,,gera1247,"gera1248, kubi1240"
Gera-Geruma,"Gera, Geruma",,"gew, gea",gera1248,"gera1246, geru1240"
German Sign Language,,gsg,,germ1281,
Germanic,"East Germanic, Northwest Germanic",,,germ1287,"east2805, nort3152"
German-Yiddish-Romani-Rotwelsch,Yeniche,,yec,germ1288,yeni1236
German-based pidgin,"Kiautschou Pidgin German, WW2 Pidgin German",,,germ1289,"kiau1234, ww2p1234"
Geruma,"Duurum, Gamsawa, Sum",gea,,geru1240,"duur1238, gams1239, summ1239"
Seran Laut,"Geser-Gorom-Bati, Watubela",,wah,gese1239,"gese1241, watu1247"
Geser-Gorom,"Goram Laut, Kelimuri, Mina Mina Gorong",ges,,gese1240,"gora1263, keli1251, mina1270"
Geser-Gorom-Bati,"Bati (Indonesia), Geser-Gorom, Kowiai",,"bvt, ges, kwh",gese1241,"bati1253, gese1240, kowi1239"
Gey,,guv,,geya1234,
Ghadames,"Ayt Waziten, Elt Ulid",gha,,ghad1239,"aytw1238, eltu1238"
Ghale,"Kutang Ghale, Nuclear Ghale",,ght,ghal1246,"kuta1241, nucl1818"
Ghale-Tamangic,"Ghale, Tamangic",,,ghal1247,"ghal1246, tama1367"
Ghanaian Sign Language,,gse,,ghan1235,
Ghanongga,"Ganoqa, Kubokota",ghn,,ghan1242,"gano1234, kubo1244"
Ghanaian Pidgin English,,gpe,,ghan1244,
Ghandruk Sign Language,,gds,,ghan1245,
Ghanongga-Lungga,"Ghanongga, Lungga",,"ghn, lga",ghan1246,"ghan1242, lung1249"
Ghari,"Gae, Geri, Ndi (Solomon Islands), Nginia, Nuclear Ghari, Tandai-Nggaria",gri,,ghar1239,"gaee1238, geri1237, ndii1241, ngin1246, nucl1471, tand1254"
Ghardaia Sign Language,,ajs,,ghar1240,
Ghayavi,,bmk,,ghay1237,
Gheg Albanian,"Central Gheg, Northwest Gheg, Arbanasi, Istra Albanian, Srem, Northeast Gheg, Southern Gheg",aln,,gheg1238,"cent2342, nort3295, arba1240, istr1247, srem1242, nort3296, sout3280"
Ghera,,ghr,,gher1238,
Ghera-Gurgula,"Ghera, Gurgula",,"ghr, ggg",gher1240,"gher1238, gurg1240"
Godoberi,"Zibirkhalin, Ziloj",gdo,,ghod1238,"zibi1241, zilo1241"
Ghomálá',"Ghomálá North, Ghomálá South, Balessing, Bameka, Bansoa, Ghomálá Central, Ngemba (Ghomala')",bbj,,ghom1247,"ghom1248, ghom1249, bale1252, bame1261, bans1248, ghom1250, ngem1253"
Ghomara,,gho,,ghom1257,
Ghotuo,,aaa,,ghot1243,
Uncunwee,,ghl,,ghul1238,
Giangan,,bgi,,gian1241,
Gibanawa,,gib,,giba1240,
Gidar,Lam,gid,,gida1247,lamm1244
Gidole-Bussa,"Bussa, Dirasha",,"dox, gdl",gido1236,"buss1239, dira1242"
Giimbiyu,"Mangerr, Urninganggic",,zme,giim1238,"mang1382, urni1238"
Giiwo,,kks,,giiw1236,
Giiwo-Daza,"Daza, Giiwo",,"dzd, kks",giiw1237,"daza1244, giiw1236"
Gikuyu-Temi,"Kikuyu, Temi",,"kik, soz",giku1234,"kiku1240, temi1247"
Gikyode,,acd,,giky1238,
Gikyode-Ginyanga,"Gikyode-Foodo, Ginyanga",,ayg,giky1239,"giky1241, giny1241"
Gikyode-Foodo,"Foodo, Gikyode",,"fod, acd",giky1241,"food1238, giky1238"
Gilaki,"Eastern Gilaki, Lahijani, Langerudi, Machiani, Western Gilaki, Anzali, Fumani, Rashti",glk,,gila1241,"east2843, lahi1234, lang1338, mach1270, west2931, anza1234, fuma1234, rash1246"
Gilaki-Rudbari,"Gilaki, Rudbari",,"glk, rdb",gila1242,"gila1241, rudb1238"
Gilbertese,"Banaban, Nui",gil,,gilb1244,"bana1287, nuii1237"
Gilima,,gix,,gili1241,
Amur Nivkh,"Amur-West Sakhalin Nivkh, North Sakhalin Nivkh",niv,,gily1242,"amur1242, nort2750"
Gimi (West New Britain),,gip,,gimi1242,
Gimi (Eastern Highlands),"East Gimi, West Gimi",gim,,gimi1243,"east2515, west2597"
Gimme,"Baanma, Gemme of Gimuru-Dehnime, Kompana",kmp,,gimm1241,"baan1243, gemm1234, gomm1238"
Gimnime,"Gindoo, Beiya, Ritime",gmn,,gimn1238,"gind1234, gomn1238, riti1238"
Ginuman,,gnm,,ginu1240,
Ginyanga,,ayg,,giny1241,
Girawa,,bbr,,gira1247,
Gira-Neko-Nekgini,"Madi (Papua New Guinea), Nekgini, Neko",,"grg, nkg, nej",gira1248,"madi1261, nekg1240, neko1240"
Girirra,,gii,,giri1245,
Giryama,"Chwaka, Jibana, Kambe, Kauma, Nuclear Giryama, Rabai, Ribe",nyf,,giry1241,"chwa1242, jiba1245, kamb1298, kaum1238, nucl1390, raba1248, ribe1238"
Gitonga,"Gitonga Gy Khogani, Nyambe, Sewi",toh,,gito1238,"gito1239, nyam1272, sewi1238"
Gitua,,ggt,,gitu1237,
Gitxsan,"Gitsken, Nuclear Gitxsan",git,,gitx1241,"gits1238, nucl1650"
Giya,,,,giya1234,
Giyug,,giy,,giyu1238,
Gizey,,,,gize1234,
Giziga,"North Giziga, South Giziga",,"gis, giz",gizi1243,"nort3047, sout3051"
Gizrra,"Waidoro, Western Gizra",tof,,gizr1240,"waid1239, west2584"
Glaro-Twabo,"Glaro, Twabo",glr,,glar1241,"glar1242, twab1238"
Glavda,"Bokwa, Ngoshie (Glavda), Nuclear Glavda",glw,,glav1244,"bokw1242, ngos1242, nucl1680"
Glio-Oubi,,oub,,glio1241,
Global French,"Nouchi, French",,fra,glob1239,"nouc1234, stan1290"
